slice_file_name,fold,classID,class
participant1_1.wav,1,1,participant_1
participant1_2.wav,1,1,participant_1
participant2_1.wav,1,2,participant_2
participant2_2.wav,1,2,participant_2
participant3_1.wav,1,3,participant_3
participant3_2.wav,1,3,participant_3
participant4_1.wav,1,4,participant_4
participant4_2.wav,1,4,participant_4
participant1_3.wav,2,1,participant_1
participant1_4.wav,2,1,participant_1
participant2_3.wav,2,2,participant_2
participant2_4.wav,2,2,participant_2
participant3_3.wav,2,3,participant_3
participant3_4.wav,2,3,participant_3
participant4_3.wav,2,4,participant_4
participant4_4.wav,2,4,participant_4
participant1_5.wav,3,1,participant_1
participant1_6.wav,3,1,participant_1
participant2_5.wav,3,2,participant_2
participant2_6.wav,3,2,participant_2
participant3_5.wav,3,3,participant_3
participant3_6.wav,3,3,participant_3
participant4_5.wav,3,4,participant_4
participant4_6.wav,3,4,participant_4
participant1_7.wav,4,1,participant_1
participant1_8.wav,4,1,participant_1
participant2_7.wav,4,2,participant_2
participant2_8.wav,4,2,participant_2
participant3_7.wav,4,3,participant_3
participant3_8.wav,4,3,participant_3
participant4_7.wav,4,4,participant_4
participant4_8.wav,4,4,participant_4
participant1_9.wav,5,1,participant_1
participant1_10.wav,5,1,participant_1
participant2_9.wav,5,2,participant_2
participant2_10.wav,5,2,participant_2
participant3_9.wav,5,3,participant_3
participant3_10.wav,5,3,participant_3
participant4_9.wav,5,4,participant_4
participant4_10.wav,5,4,participant_4
participant1_11.wav,6,1,participant_1
participant1_12.wav,6,1,participant_1
participant2_11.wav,6,2,participant_2
participant2_12.wav,6,2,participant_2
participant3_11.wav,6,3,participant_3
participant3_12.wav,6,3,participant_3
participant4_11.wav,6,4,participant_4
participant4_12.wav,6,4,participant_4
participant1_13.wav,7,1,participant_1
participant1_14.wav,7,1,participant_1
participant2_13.wav,7,2,participant_2
participant2_14.wav,7,2,participant_2
participant3_13.wav,7,3,participant_3
participant3_14.wav,7,3,participant_3
participant4_13.wav,7,4,participant_4
participant4_14.wav,7,4,participant_4
participant1_15.wav,8,1,participant_1
participant1_16.wav,8,1,participant_1
participant2_15.wav,8,2,participant_2
participant2_16.wav,8,2,participant_2
participant3_15.wav,8,3,participant_3
participant3_16.wav,8,3,participant_3
participant4_15.wav,8,4,participant_4
participant4_16.wav,8,4,participant_4
participant1_17.wav,9,1,participant_1
participant1_18.wav,9,1,participant_1
participant2_17.wav,9,2,participant_2
participant2_18.wav,9,2,participant_2
participant3_17.wav,9,3,participant_3
participant3_18.wav,9,3,participant_3
participant4_17.wav,9,4,participant_4
participant4_18.wav,9,4,participant_4
participant1_19.wav,10,1,participant_1
participant1_20.wav,10,1,participant_1
participant2_19.wav,10,2,participant_2
participant2_20.wav,10,2,participant_2
participant3_19.wav,10,3,participant_3
participant3_20.wav,10,3,participant_3
participant4_19.wav,10,4,participant_4
participant4_20.wav,10,4,participant_4
participant1_21.wav,1,1,participant_1
participant1_22.wav,1,1,participant_1
participant2_21.wav,1,2,participant_2
participant2_22.wav,1,2,participant_2
participant3_21.wav,1,3,participant_3
participant3_22.wav,1,3,participant_3
participant4_21.wav,1,4,participant_4
participant4_22.wav,1,4,participant_4
participant1_23.wav,2,1,participant_1
participant1_24.wav,2,1,participant_1
participant2_23.wav,2,2,participant_2
participant2_24.wav,2,2,participant_2
participant3_23.wav,2,3,participant_3
participant3_24.wav,2,3,participant_3
participant4_23.wav,2,4,participant_4
participant4_24.wav,2,4,participant_4
participant1_25.wav,3,1,participant_1
participant1_26.wav,3,1,participant_1
participant2_25.wav,3,2,participant_2
participant2_26.wav,3,2,participant_2
participant3_25.wav,3,3,participant_3
participant3_26.wav,3,3,participant_3
participant4_25.wav,3,4,participant_4
participant4_26.wav,3,4,participant_4
participant1_27.wav,4,1,participant_1
participant1_28.wav,4,1,participant_1
participant2_27.wav,4,2,participant_2
participant2_28.wav,4,2,participant_2
participant3_27.wav,4,3,participant_3
participant3_28.wav,4,3,participant_3
participant4_27.wav,4,4,participant_4
participant4_28.wav,4,4,participant_4
participant1_29.wav,5,1,participant_1
participant1_30.wav,5,1,participant_1
participant2_29.wav,5,2,participant_2
participant2_30.wav,5,2,participant_2
participant3_29.wav,5,3,participant_3
participant3_30.wav,5,3,participant_3
participant4_29.wav,5,4,participant_4
participant4_30.wav,5,4,participant_4
participant1_31.wav,6,1,participant_1
participant1_32.wav,6,1,participant_1
participant2_31.wav,6,2,participant_2
participant2_32.wav,6,2,participant_2
participant3_31.wav,6,3,participant_3
participant3_32.wav,6,3,participant_3
participant4_31.wav,6,4,participant_4
participant4_32.wav,6,4,participant_4
participant1_33.wav,7,1,participant_1
participant1_34.wav,7,1,participant_1
participant2_33.wav,7,2,participant_2
participant2_34.wav,7,2,participant_2
participant3_33.wav,7,3,participant_3
participant3_34.wav,7,3,participant_3
participant4_33.wav,7,4,participant_4
participant4_34.wav,7,4,participant_4
participant1_35.wav,8,1,participant_1
participant1_36.wav,8,1,participant_1
participant2_35.wav,8,2,participant_2
participant2_36.wav,8,2,participant_2
participant3_35.wav,8,3,participant_3
participant3_36.wav,8,3,participant_3
participant4_35.wav,8,4,participant_4
participant4_36.wav,8,4,participant_4
participant1_37.wav,9,1,participant_1
participant1_38.wav,9,1,participant_1
participant2_37.wav,9,2,participant_2
participant2_38.wav,9,2,participant_2
participant3_37.wav,9,3,participant_3
participant3_38.wav,9,3,participant_3
participant4_37.wav,9,4,participant_4
participant4_38.wav,9,4,participant_4
participant1_39.wav,10,1,participant_1
participant1_40.wav,10,1,participant_1
participant2_39.wav,10,2,participant_2
participant2_40.wav,10,2,participant_2
participant3_39.wav,10,3,participant_3
participant3_40.wav,10,3,participant_3
participant4_39.wav,10,4,participant_4
participant4_40.wav,10,4,participant_4
participant1_41.wav,1,1,participant_1
participant1_42.wav,1,1,participant_1
participant2_41.wav,1,2,participant_2
participant2_42.wav,1,2,participant_2
participant3_41.wav,1,3,participant_3
participant3_42.wav,1,3,participant_3
participant4_41.wav,1,4,participant_4
participant4_42.wav,1,4,participant_4
participant1_43.wav,2,1,participant_1
participant1_44.wav,2,1,participant_1
participant2_43.wav,2,2,participant_2
participant2_44.wav,2,2,participant_2
participant3_43.wav,2,3,participant_3
participant3_44.wav,2,3,participant_3
participant4_43.wav,2,4,participant_4
participant4_44.wav,2,4,participant_4
